id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT048-011,李敖秘藏日记,提取轮,待校对,情爱,性与自由,修炼到今天，我觉得我事事都已经从心所欲，都很自在的自控一切。毕生最大的heel of Achilles也因发现它终是幻，终是鼹鼠饮河（而忘了从边际与饱和看，不过乃尔），终是大同小异，终是除性交以外皆多负数，终是屈己从人的败笔，终是使我不自由的大患，而决定有一种大觉悟与大决定。,002.金兰琐碎.txt,23,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"性交,自由,情爱"
LAT048-012,李敖秘藏日记,提取轮,待校对,写作,专栏条件,他盼我用真名（最好不用笔名）为《中央日报》写文章，我说如果你们能开放专栏、不改文章、允许公开批评国民党，我就写。,002.金兰琐碎.txt,33,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"专栏,批评,写作"
LAT048-013,李敖秘藏日记,提取轮,待校对,法权,法治不过,（《李敖五十年表》1976年条下：“在我未出狱前，国民党派我的老师吴俊才与我洽商，我指陈在叛乱案外，另以杠上开花的背信冤狱整我、判我一年的不当，经吴俊才查明确是冤狱，乃透过协调，以‘不执行’解决。吴俊才相对要求我任政大国际关系研究中心副研究员，我以判乱案的褫夺公权六年也可就此不了了之，可证明所谓国民党法治，不过乃尔！乃同意。于是在出狱后第十一天（12月1日），有了生平第一个正式职业。”1977年条下：“与Martha同居。做土木包工。坚辞国际关系研究中心职务，主任蔡维屏不肯放人，我感觉是：‘那次短暂的副研究员，就好像一个人上街买菜，突然被抓去当兵，他一有机会，必然要开小差，还回去买菜一样。’最后，‘在中心我待了十三个月，但是全部上班的时间，不到十三个小时。不但拒绝研究，也拒绝讨论、拒绝听演讲会、拒绝签到、拒绝请领书报，最后拒绝领薪水。’”吴俊才这次来我家，就是谈这码子事。1985年6月6日，李敖附识。）,002.金兰琐碎.txt,39,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"冤狱,公权,法权"
LAT048-014,李敖秘藏日记,提取轮,待校对,方法,不浪费生命,一、Life is too short to be little.对一切不该浪费生命的，一律用去他妈的和一无表示处理。必须牺牲这个，才能成全那个。,002.金兰琐碎.txt,45,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"生命,取舍,方法"
LAT048-015,李敖秘藏日记,提取轮,待校对,知识,采花知识,特殊的处境与信仰使我陷于荒岛孤门——像是流落荒岛的小野田，我是“文化小野田”。我的下半生中，大概七年以内将不会有生活方式上的大变化，我在这七年的难得的机会中，决心生产“生命的产品”。对知识，要像蜜蜂采花，而不是被花所葬，也不是葬花，这样才只得其利、不蒙其“害”。我的底子是精密的史学训练底子，最容易在处理知识上误入歧途！对生命的安排，其实要像福楼拜所描写的行文之道，每一小时都该有它最该过的过法，下半生中每天每一小时都能过到恰到是处、恰到该这么过之处，就是我的大成功。,002.金兰琐碎.txt,61,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"知识,生命,方法"
LAT048-016,李敖秘藏日记,提取轮,待校对,写作,生命产品,写生命的产品。生命的产品有两种意义：一是产品内容是有生命的（可读的、世界性的、永恒的）——这是一个最好的去取标准，面对一切资料，都用这个标准来决定；所以一时一地的靠大量资料完成的，不再有兴趣，只喜奇闻入眼来，别的都不要。另外是该在下半生的生命去完成的，是在下半生中做最值得做的、最该做的。,002.金兰琐碎.txt,62,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"写作,生命,产品"
LAT048-017,李敖秘藏日记,提取轮,待校对,写作,发热状态,五、在客厅沙发中猫在怀中拟平行定稿书目，至于“发热”状态，每天做到如此火候才合标准。卢梭写征文前有此状态。读河上肇、中本《孝子史传》，情同异代。金兰幽居时期，将是我生命中在河清前的必然的生活，我已经把它调适到完全能“长期抗战”的独立自足程度。完成了这种准备以后，我从今开始在“发热”状态上着力，注意这是着力点（这种状态动源来自内在，最可信赖。这种状态一生出来，一切小的生活困境都根本相对减少。我回想起写评传与西化医学二专著的日子，现在比过去更适合有产品。也许此生我就是一个writing上的休斯，终生只下蛋不见鸡了）。,002.金兰琐碎.txt,118,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"写作,发热,方法"
LAT048-018,李敖秘藏日记,提取轮,待校对,方法,澄虑掌舵,尘嚣不得去，营扰至天黑始得写毛笔日记澄虑。应注意简化尘嚣，使自内力量instant价值判断掌舵，而忌忘了自内力量，反随尘嚣度日。,002.金兰琐碎.txt,142,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"价值判断,澄虑,方法"
LAT048-019,李敖秘藏日记,提取轮,待校对,方法,生活下限,一、重订生活表，只订下限：6点起床。六点半到一点半七小时保持完整（绝不误用生命，这七小时不用来产品，其他都是误用生命）。一点半午饭看报散步到三点半。三点半到四点半整理存件一小时。四点半到六点半清洁运动洗澡。六点半到八点半副产品及书面杂务。八点半晚饭（少吃）、清洁、分类到10点。十点半前洗澡后睡。,002.金兰琐碎.txt,144,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"时间,生活表,方法"
LAT048-020,李敖秘藏日记,提取轮,待校对,人格,立言立德,忧患余生，生命已经走过了四十三岁，已经清楚认清什么是自己能做也愿意做的、什么是自己不能做也不肯做的。畸形的环境使我认清实际政治活动已与我无缘（帝乡不可期也），富贵也非吾愿，案牍劳形的学院生活也讨厌，与人的任何交往格于环境，不能施展。除非海晏河清，我余生将过一种休斯式（隐）、爱因斯坦式（孤、愉、淡、高）、萧伯纳式（一世之雄，但独来独往）、威尔斯式、罗素式、丘吉尔式大量立言家，也是立德家。,002.金兰琐碎.txt,171,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"隐居,立言,人格"
LAT048-021,李敖秘藏日记,提取轮,待校对,写作,抑制作业,一个人在小房里，每天不烟不酒不电视不养猫不见客也不见三分之二的家人（不见几等亲，也不见直系亲属），不午睡，精力过人，有全套的翻江倒海的作业，遁世（又大破又大立）、救世（又悲天又悯人）、愤世（又诃佛又骂祖）、玩世（又尖刻又幽默），当然这种人绝不会出世或厌世。他性格复杂，面貌众多，本来该是好多个个人的，却集合于他一身，所以弄成了千手千眼的大怪物。他的作品，下笔时候，必须极力抑制，才能把各种作业各就各位，否则就以大怪物笔触出现，他笔下的人物刻画将完全失败——犯了GBS的毛病——白发红颜，皆“何其声之似我也”。,002.金兰琐碎.txt,177,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"写作,人物,方法"
LAT048-022,李敖秘藏日记,提取轮,待校对,写作,套改现世,背景、人物不妨古今域外，但明眼只要把背景往上一套，人名一改，就是活生生的现状写实。时机成熟，稍加套改，就是真正正本现世。,002.金兰琐碎.txt,182,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"fiction,写实,写作"
LAT048-023,李敖秘藏日记,提取轮,待校对,写作,虚构自由,一个小笑话可以使我有这么多而好的灵感，可想而知我如走写fiction的路，取材和运笔的自由度将比写non-fiction容易得多，真省力又讨好。,002.金兰琐碎.txt,189,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"fiction,non-fiction,写作"
LAT048-024,李敖秘藏日记,提取轮,待校对,方法,防止零碎,在大工作时间内，凡是岔入的事件，都要预算在十分钟以内办完，否则就容易一发不可收拾而形成“零碎掉”的老路。昨天清理纸张，占了大工作时间太多。下午又被许多选举的书占去大工作的时间，比例显然不对。根据威斯康辛大学心理学实验的估计，如果你活到七十岁，那你花在打电话的时间是一年，睡觉的时间是二十年，两个月的时间领二十年辛苦工作的薪水的签名上，五年的时间穿衣服和剃胡子，五个月的时间系皮鞋带，两年半的时间吸烟，七年运动，三年的时间等某些事或者某些人。对零碎事可不引为戒哉？,002.金兰琐碎.txt,196,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"时间,零碎,方法"
LAT048-025,李敖秘藏日记,提取轮,待校对,写作,作品标准,二、每天不少于二千字。但我要做到不论是fiction或non-fiction，都应该尽力做到世界性、永恒性（不能一下子就完了）、普遍性、代表性（抽离出来的观念有代表性）、生命性。如果不符合这些特性，我要避免。我以第一流自许，自然不落二流痕迹，也根本不为二流所动。,002.金兰琐碎.txt,200,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"世界性,永恒性,写作"
LAT048-026,李敖秘藏日记,提取轮,待校对,写作,因写而看,三、经验使我深知我长于因写而看、随看随写，所以我限定自己全是写的时间，所看随时化入写（只有写出来才是具体的、自己的，看都是抽象的）。,002.金兰琐碎.txt,201,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"阅读,写作,方法"
LAT048-027,李敖秘藏日记,提取轮,待校对,方法,先写五小时,傍晚结论：一、我必须严格执行先写五小时的规定。否则将被看“别人的工作”而耽误“自己的工作”。二、一天只不过十小时，若不先写五小时，抢定时间，极容易赶不上进度。,002.金兰琐碎.txt,205,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"时间,写作,方法"
LAT048-028,李敖秘藏日记,提取轮,待校对,人格,不与陨石同碎,当它变得什么也不是，你跟它同在一起，你也变得什么也不是。你不必对陨石做什么，如果你不与陨石同碎，你还是做你自己的世界性普遍性永恒性生命性的工作吧。,002.金兰琐碎.txt,213,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"世界性,工作,人格"
LAT048-029,李敖秘藏日记,提取轮,待校对,人格,勇敢笑容,有人想听我们的哭泣，有人想坐在远处用观剧镜头欣赏我们惊惶失措的表情。他们妄想，没有那么容易，我们要把勇敢高贵的笑容给天下人看。,002.金兰琐碎.txt,245,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"勇敢,危机,人格"
LAT048-030,李敖秘藏日记,提取轮,待校对,写作,剧本单元,感到该先完成一本fiction中的自成剧本单元。《正义之士》五万六千字，只是半本fiction之量，就能完整成书并且完整表达几个topics。目前我该先写完五六万字的对话，有了对话的基架以后，再决定补成剧本形式还是fiction的另一半。,002.金兰琐碎.txt,249,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"fiction,剧本,写作"
LAT048-031,李敖秘藏日记,提取轮,待校对,写作,电影技法,写书的目的本来就在向群众宣传自己的思想，使看自己书的群众有深刻印象。注意，是有深刻印象就已足，并不在知道多少多少细节与资料（写K，如可厌、如专制、如卑劣、如小儿科……诸印象一一达成即是成功，不在堆资料）。所以，最好的技法是电影技法，这是造成群众深刻印象的最好方法。现在虽然用书来取代电影技法和补电影技法的不足，但基本上，仍要提醒自己：这书的内容，要像电影一样对看它的人“直指本心”、“一片见效”，并且终生受用。所以，fiction比non-fiction好。,002.金兰琐碎.txt,253,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"群众,印象,写作"
LAT048-032,李敖秘藏日记,提取轮,待校对,人格,孤独愉悦,做到爱因斯坦式的孤独的愉悦：永远保持这种愉悦，包括伟大的心灵，时时刻刻的清气。清气使自己不做错事、清气使自己毫无矛盾之苦（因为清醒的早已判定该和不该。然后用一种精神力量去推动，不是相持拉锯后的胜利），也不受任何外相所主动：主动在我，把生命支付在best之上。,002.金兰琐碎.txt,269,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"清气,孤独,人格"
LAT048-033,李敖秘藏日记,提取轮,待校对,方法,隐居训练,（以上《金兰琐碎》，最和我隐居生活有关，可以看出我隐居的基础。在第二年6月我复出之前，我已有五个半月没下楼的纪录了。如今我五十闭关，所以能过得得心应手，和我那时的隐居训练，实有关系。这种成长的痕迹，在《金兰琐碎》中可以看到不少。1985年6月6日，李敖附记。）,002.金兰琐碎.txt,280,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/002.金兰琐碎.txt,"闭关,训练,方法"
LAT048-034,李敖秘藏日记,提取轮,待校对,文化,酱缸来源,阳明山上傍晚的山岚与落日，尚可一看，我“酱”在岛上已久，能排除尘嚣，接近一点山岚与落日，倒也不错。（“酱”字是鲁迅的词儿，有人(按：柏杨)偷他的，推出“酱缸”之说，因而成名，是拜国民党不准读鲁迅作品之赐。国民党如大开文网，这些文抄公又何能在台湾“发明”这些名词？）,003.杂评鲁迅和他孙子.txt,3,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/003.杂评鲁迅和他孙子.txt,"鲁迅,审查,文化"
LAT048-035,李敖秘藏日记,提取轮,待校对,文化,文艺自由,鲁迅先生的毛病喜欢人家捧他，我们这般“新青年”没有了，不行了；他要去赶热闹，慢慢走上变质的路子。到抗战时期前几年，所谓左翼作家同盟组织起来了，那时共产党尽量欢迎这批作家进去，但是共产党又不放心，因为共产党不许文艺作家有创作自由。所以那时候监视他们的人——左翼作家的监视者，就是周起应，现在叫周扬，他就是在上海监视鲁迅这批作家的。诸位如果有机会，我希望有一本书在自由中国可以得到，是值得看看的。这本书在抗战初期出版，是鲁迅死后，他的太太把鲁迅写给各朋友的信搜集起来，叫《鲁迅书简集》；这本书里面几封信值得看看，特别是他写给胡风的四封信，其中有一封信就是鲁迅死之前不到一年写的，是1935年（他是1936年死的），这封信胡风问他三郎（不知是谁，大概是萧军）应该不应该加入党（共产党）？他说：“这个问题我可以毫不迟疑的答复你，不要加入！现在在文艺作家当中，凡是在党外的都还有一点自由，都还有点创作出来，一到了党里去就‘酱’在种种小问题争论里面，永远不能创作了，就‘酱’死了！”“酱”在里面去，这个字用得好极了。底下更值得读了，他说：“至于我呢，说来话长，不必说了吧。”他说：“我总感觉得我锁在一条链子上，背后有一个人拿着皮鞭打我，我的工作越努力打得越厉害。”这一段话里，打他的就是现在大陆搞文艺的周扬——那个时候的周起应。这封信不能不看看。我们要的是没有人在背后用鞭子打的，不要人监督的，人人要自由，本他的良心，本他的智识，充分用他的材料，用他的自由——创作的自由来创作。,003.杂评鲁迅和他孙子.txt,5,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/003.杂评鲁迅和他孙子.txt,"鲁迅,创作自由,文化"
LAT048-036,李敖秘藏日记,提取轮,待校对,人格,追求真理,总之，国民党不像话，鲁迅反国民党以至于死；共产党不像话，他也没有不反的理由。做为一个追求真理的人，任何不像话都要反，否则也就跟他的身分太不相称了。,003.杂评鲁迅和他孙子.txt,10,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/003.杂评鲁迅和他孙子.txt,"真理,反抗,人格"
LAT048-037,李敖秘藏日记,提取轮,待校对,写作,杂文主菜,鲁迅的成就，在小说史一类和《阿Q正传》一类，除此两类外，他的杂文一类，却锋利、单调而冗滥。他写了那么多杂文，最明显的表现，不过一肚子情绪而已。情绪并非要不得，但是必须同“言之有物”并用、必须跟“大量的资料”并用、必须随“卓越的分析与见解”并用，但鲁迅的文章，却情绪有余，其他不足，结果炒出来的，只是一盘盘上好辣椒，反倒没有主菜了。,003.杂评鲁迅和他孙子.txt,11,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/003.杂评鲁迅和他孙子.txt,"鲁迅,杂文,写作"
LAT048-038,李敖秘藏日记,提取轮,待校对,知识,情绪思想,鲁迅在杂文里太多情绪语言，他实在不够格搞思想。周作人晚年写信给鲍耀明，谈他老哥说：,003.杂评鲁迅和他孙子.txt,13,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/003.杂评鲁迅和他孙子.txt,"鲁迅,思想,知识"
LAT048-039,李敖秘藏日记,提取轮,待校对,文化,思想贫乏,在思想内容上，鲁迅实在很贫乏。他能那样有虚名，证明了中国人思想的普遍贫乏；至于偷鲁迅的国民党杂碎文人能在台湾得虚名，更反证了这个岛上思想的普遍贫乏，反证了他的读者的混蛋。,003.杂评鲁迅和他孙子.txt,15,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/003.杂评鲁迅和他孙子.txt,"鲁迅,中国人,文化"
LAT048-040,李敖秘藏日记,提取轮,待校对,文化,政治膨胀,总之，中国现代的文人，不论是鲁迅型的、胡适型的，以至那些杂七杂八型的，实在都有他们的限度。他们的成就，都因掺入政治的推波助澜，而变得不能“恰如其分”，而变得像淹了水的浮尸，臃肿而失本来面目。他们的货色都被高估了：他们的努力也是不够的。,003.杂评鲁迅和他孙子.txt,16,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/003.杂评鲁迅和他孙子.txt,"文人,政治,文化"
LAT048-041,李敖秘藏日记,提取轮,待校对,政治,无出路批评,我们是现在的国民党的批评者，你可知道过去的国民党的批评者他们多安全吗？他们大都是在国民党刀枪拳头达不到的地方批评的，他们或在洋人保护的租界里批评国民党（如《新月杂志》），或在北方军人的宽厚里批评国民党（如《独立评论》），或在允许办报的局面里批评国民党（如《大公报》），或在民情汹汹的公理昭彰时代里批评国民党（如《观察》）。……可是我们呢？我们全身暴露在国民党空前大好的统治优势下，他们有高度集中的力量、有密集安打的环境、有四面是水的方便、有日本留下的被统治惯性、有现代的镇暴设备、有一党独大、有八号分机、有大量的喊万岁唱梅花的小市民。……这一切一切，都足以使国民党的批评者心灰意懒、胆战心惊的。我们没梁山可上、没出境证可拿、我们活象玻璃窗户上的苍蝇——“前途光明，没有出路”，随时都要被苍蝇拍子打下来。……可是，我们还是做了！还是头破血流，一做再做了！维桢啊，不要搞错了，我们是最有勇气的人！我们才是最有勇气的人！,003.杂评鲁迅和他孙子.txt,18,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/003.杂评鲁迅和他孙子.txt,"国民党,批评,政治"
LAT048-042,李敖秘藏日记,提取轮,待校对,人格,高压自我,只有深刻了解我是在何等阴影与压力下奋斗的人，才知道我的人格是何等崇高、何等伟大。只有这样比较，才知道我在国民党孤岛高压下能做一点事，能不畏强暴的表现真理与自我，是多么难能可贵。在我这种处境下，有些人还诽谤我，这种人，不是漫无心肝又是什么？他们“大义灭亲”、“大义灭友”、“张大义”，其实他们懂什么叫大义？这种人若懂大义，那么狗男女又懂什么？这种人在国民党统治下一路做顺民，还跟着唱梅花、摇小旗，不以为异也不以为耻，他们懂得什么叫大义！,003.杂评鲁迅和他孙子.txt,19,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/003.杂评鲁迅和他孙子.txt,"真理,高压,人格"
LAT048-043,李敖秘藏日记,提取轮,待校对,情爱,爱情自由,这是胡扯。第一，罗曼罗兰夫人从没写过这首诗。第二，周令飞是为爱情抛弃了自由。他来台湾前曾公然向台湾、大陆双方表示了意愿，可见两地的自不自由不是他“抛”的条件，而是他为了爱情不惜跑到任何给他爱情的地方。古往今来，显然有给人爱情却不给人自由的所在。《旧约》中《出埃及记》第二十一章记买希伯来人做奴仆，奴仆必须服事六年，第七年他可以自由。若来时带着老婆来，走时仍可带走；若老婆是主人给的，“妻子给他生了儿子或女儿，（则）妻子和儿子要归主人”，他只能自己走。“倘或奴仆明说：‘我爱我的主人，和我的妻子儿女，不愿意自由出去。’他的主人就要带他到审判官那里，又要带他到门前，靠着门框，用锥子穿他的耳朵，他就永远服事主人。”这就是给人爱情却不给人自由的证据。所以，若有人以为得到了爱情就得到了自由，不但是“左倾幼稚病”，也是“右倾幼稚病”了。,003.杂评鲁迅和他孙子.txt,22,《大李敖全集6.0》分章节/006.沉思日记类/006.李敖秘藏日记/003.杂评鲁迅和他孙子.txt,"爱情,自由,情爱"
