id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT042-013,挑战李敖——敖语录,校对轮,已校对,法权,书与牢狱,在中国大陆，先坐牢后写书；在中国台湾，先写书后坐牢。,002.1999年11月.txt,7,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/002.1999年11月.txt,"写书,坐牢,法权"
LAT042-014,挑战李敖——敖语录,校对轮,已校对,政治,选举作弊,国民党的选举作弊有两大阶段：一、做票阶段；二、买票阶段。现在是买票阶段，所以不必停电了。,002.1999年11月.txt,11,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/002.1999年11月.txt,"选举,作弊,政治"
LAT042-015,挑战李敖——敖语录,校对轮,已校对,政治,人民选总统,二流的总统是二流的人民选出来的，不入流的总统是不入流的人民选出来的。,002.1999年11月.txt,13,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/002.1999年11月.txt,"总统,人民,政治"
LAT042-016,挑战李敖——敖语录,校对轮,已校对,人格,真话好话,我从来不讲坏话，只讲真话；我从来不讲好话，因为真话就是最好的好话。,002.1999年11月.txt,21,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/002.1999年11月.txt,"真话,好话,人格"
LAT042-017,挑战李敖——敖语录,校对轮,已校对,方法,做到难事,人生第一快乐是做到自己认为自己做不到的事，人生第二快乐是做到别人认为自己做不到的事。,002.1999年11月.txt,25,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/002.1999年11月.txt,"人生,快乐,方法"
LAT042-018,挑战李敖——敖语录,校对轮,已校对,法权,主持正义,除非我们自己替天行道，就别想有天道；除非我们自己主持正义，就别想有正义。,002.1999年11月.txt,27,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/002.1999年11月.txt,"天道,正义,法权"
LAT042-019,挑战李敖——敖语录,校对轮,已校对,情爱,婚姻长短,结婚多次的男人比结婚多年的男人快乐，结婚多年的男人比结婚多次的男人幸福。,002.1999年11月.txt,29,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/002.1999年11月.txt,"结婚,幸福,情爱"
LAT042-020,挑战李敖——敖语录,校对轮,已校对,政治,坏同志各异,一个政党所有好同志都是一样的，所有坏同志都各有各的坏。,002.1999年11月.txt,31,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/002.1999年11月.txt,"政党,同志,政治"
LAT042-021,挑战李敖——敖语录,校对轮,已校对,情爱,婚姻知识,多次不结婚的男人比结婚多次的男人更了解婚姻，多次结婚的男人比多次不结婚的男人更了解女人。,002.1999年11月.txt,33,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/002.1999年11月.txt,"婚姻,女人,情爱"
LAT042-022,挑战李敖——敖语录,校对轮,已校对,情爱,感情失智,最聪明的女人一涉及自己的感情问题就变成笨蛋，最聪明的男人一涉及自己的感情问题就变成哲学家。,002.1999年11月.txt,37,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/002.1999年11月.txt,"感情,理智,情爱"
LAT042-023,挑战李敖——敖语录,校对轮,已校对,人格,自我精彩,我生平有两大遗憾：一、我无法找到像李敖这样精彩的人做我的朋友；二、我无法坐在台下去听李敖的精彩演说。,003.1999年12月.txt,7,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/003.1999年12月.txt,"自我,演说,人格"
LAT042-024,挑战李敖——敖语录,校对轮,已校对,政治,政党政治败坏,上帝给人火，人却冒出纵火犯；上帝给人爱，人却冒出强奸犯；上帝给人政党政治，人却冒出国民党和民进党。,003.1999年12月.txt,13,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/003.1999年12月.txt,"政党政治,国民党,民进党"
LAT042-025,挑战李敖——敖语录,校对轮,已校对,方法,邻居界限,只隔着墙对你笑，而不爬过来的才是好邻居。,003.1999年12月.txt,19,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/003.1999年12月.txt,"邻居,界限,方法"
LAT042-026,挑战李敖——敖语录,校对轮,已校对,政治,政党拿钱,民进党和国民党最大的不同是：民进党拿了钱什么都干，国民党拿了钱什么都不干。,003.1999年12月.txt,27,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/003.1999年12月.txt,"民进党,国民党,政治"
LAT042-027,挑战李敖——敖语录,校对轮,已校对,政治,政治脸皮,老板的关键在脸色好坏，美女的关键在脸蛋美丑，政治的关键在脸皮厚薄。,004.2000年1月.txt,11,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/004.2000年1月.txt,"政治,脸皮,政治"
LAT042-028,挑战李敖——敖语录,校对轮,已校对,政治,势力势利视野,国民党讲势力，民进党讲势利，新党讲视力；但新党有视力没视野，直到李敖给了她。,004.2000年1月.txt,15,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/004.2000年1月.txt,"国民党,民进党,新党"
LAT042-029,挑战李敖——敖语录,校对轮,已校对,方法,怕死冒险,怕死的人会死好多次，不敢冒险的人会冒更多的险。,004.2000年1月.txt,17,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/004.2000年1月.txt,"怕死,冒险,方法"
LAT042-030,挑战李敖——敖语录,校对轮,已校对,方法,疯的自知,所有人都是不同程度的疯子。知道自己怎么疯的，是哲学家；知道自己多么疯的，是科学家；不知道自己怎么疯的、又多么疯的，是台湾记者和选民。,005.2000年2月.txt,5,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/005.2000年2月.txt,"哲学家,科学家,方法"
LAT042-031,挑战李敖——敖语录,校对轮,已校对,政治,选举语言,选举的痛苦，不在见人说人话，见鬼说鬼话；而在人是愚人，鬼是笨鬼，你要说愚笨的话，真是他妈的！,005.2000年2月.txt,7,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/005.2000年2月.txt,"选举,语言,政治"
LAT042-032,挑战李敖——敖语录,校对轮,已校对,人格,精神上升,我二十年前的精神部份一样都没少，只不过都上升了；我二十年前的肉体部份一样也没少，只不过都下垂了。,005.2000年2月.txt,9,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/005.2000年2月.txt,"精神,肉体,人格"
LAT042-033,挑战李敖——敖语录,校对轮,已校对,文化,衣裳要人,有人穿名牌像地摊货，有人穿地摊货像名牌，有人穿什么都一样——那就是不讲究穿的美国罗斯福总统和中国的李敖先生。,005.2000年2月.txt,21,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/005.2000年2月.txt,"衣裳,人,文化"
LAT042-034,挑战李敖——敖语录,校对轮,已校对,政治,选举质量,一大群浑蛋选出一个大浑蛋，这就是台湾的选举。,006.2000年3月.txt,5,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/006.2000年3月.txt,"选举,台湾,政治"
LAT042-035,挑战李敖——敖语录,校对轮,已校对,情爱,成功夫妻,成功的丈夫是钱多到妻子花不完，成功的妻子是找到这种丈夫。,006.2000年3月.txt,7,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/006.2000年3月.txt,"丈夫,妻子,情爱"
LAT042-036,挑战李敖——敖语录,校对轮,已校对,情爱,女人五心,女人的男人其实有五个：心中一个、眼中一个、手中一个、怀中一个、梦中一个，以为女人只有一个男人的男人是笨蛋。,006.2000年3月.txt,9,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/006.2000年3月.txt,"女人,男人,情爱"
LAT042-037,挑战李敖——敖语录,校对轮,已校对,情爱,金钱变坏,男人有了钱会变坏，女人变坏了会有钱。政战人员变坏了也不会有钱，税捐人员没钱也一样变坏。,006.2000年3月.txt,15,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/006.2000年3月.txt,"男人,女人,情爱"
LAT042-038,挑战李敖——敖语录,校对轮,已校对,政治,鲁莽进步,我从不鲁莽灭裂的反对民主进步，而是反对鲁莽灭裂的民主进步；我从不鲁莽灭裂的反对民主进步党，而是反对鲁莽灭裂的民主进步党。,007.2000年4月.txt,3,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/007.2000年4月.txt,"民主进步,民进党,政治"
LAT042-039,挑战李敖——敖语录,校对轮,已校对,人格,锤子脊梁,我没有前卫，前卫就是我的锤子；我没有后台，后台就是我的脊梁。,007.2000年4月.txt,5,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/007.2000年4月.txt,"前卫,后台,人格"
LAT042-040,挑战李敖——敖语录,校对轮,已校对,方法,抓鼠标准,论黑猫白猫——能抓老鼠的就是好猫；论黑老鼠白老鼠——能不被猫抓到的就是好老鼠。,007.2000年4月.txt,9,《大李敖全集6.0》分章节/005.诗集语录类/006.挑战李敖——敖语录/007.2000年4月.txt,"猫,老鼠,方法"
