id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords,proofread_from
LAT032-011,上山·上山·爱,校对轮,已校对,写作,书房就是写作工厂,没有心理准备的人，进了我的屋里，会有完全意想不到的惊讶与惊叹。首先，在一般人的家里，绝对看不到那么多的书。书不是一架两架三架五架，书是成排的墙，我的墙就是书，书就是墙。书架中有龛，大小不同的龛，龛中就配上大小不同的绘画、拓本与照片。我的藏书很精，旧版本的书占了大比例，所以整个书墙的感觉是古朴的、精致的，而不是图书馆式的。图书馆是通俗的、冷冷的、没有个性的，真正第一流的大思想家的工作地点是自己的书房，而不是图书馆。我从来不在图书馆做研究工作，因为它远不如在自己家里有效率。在自己家里，我有一面又一面的大书桌、有复印机、有各种文具、有多样的设备、有音乐、有拖鞋……在图书馆中，哪有这么全？这么周到？这么自在？何况，在我做专题写作的时候，我的书桌，总是堆了满满的材料，在写作过程中，如同时进行其他的专题，我就无法搬下这批满满的材料而换上另一批，我只有用不同的书桌来同时写作，只换桌子，不换人，我用了舞女的术语——“转枱子”——来描写这一情况，我真的活在“转枱子”之中！没有心理准备的人，看到我这种“写作工厂”，一定忍不住不断的惊讶与惊叹。另一件引起惊讶与惊叹的，是屋里出奇的清洁、整齐，乍看起来，好像是一两个以上佣人的例行整理结果、维护结果，其实没有佣人，只有我自己，全部的清洁、整齐工作，都是我一个人做的。外面传说我的生活水准是美国式的、很阔，但他们不知道，不请佣人、没有中国主人的臭架子、没有四体不勤的懒惰，这才真是美国式的。,002.第一部——三十年前.txt,165,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"书房,研究,写作工厂,写作",LAT032-011
LAT032-012,上山·上山·爱,校对轮,已校对,人格,清洁整齐也是生活品质,据我所知，十个单身汉，九个的家里是狗窝。我很看不起把家里搞成狗窝的人，我认为这种人不及格。我并无洁癖，但我认为基本的清洁整齐是打一个人分数的重要项目。一个以“文化美容”号召的女星，津津乐道她日常生活的邋遢，说她房里如何蟑螂满地、脏衣服成堆，这个岛的新闻界还大力代为宣扬，我真不知道这是什么品质。,002.第一部——三十年前.txt,166,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"生活,清洁,品质,人格",LAT032-012
LAT032-013,上山·上山·爱,校对轮,已校对,写作,完美表达只有恰到好处,“没有第二种。最完美的文章只有一种写法，最完美的雕塑只有一种刀法，最完美的绘画只有一种笔法，最完美的女人只有一种长法。中国以前描写美人，说‘增一分则太肥，减一分则太瘦’，这就是恰到好处，美人如此，文章、雕塑、绘画也如此，人间万事，其实莫不如此。高手之所以为高手、美人之所以为美人，就在他们能够呈现得那么巧妙——既无以复加，也不能稍减。这种呈现，因为是最完美，所以只有一种，没有第二种。”,002.第一部——三十年前.txt,249,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"文章,雕塑,绘画,写作",LAT032-013
LAT032-014,上山·上山·爱,校对轮,已校对,情爱,美要有水准才完整,“没错，但有一点，是无法得自先天的，那就是她的高水准。很多女人够得上是美人条件，但是只是像电脑做的美人，没有水准可言，更谈不到高水准了。结果呢，她们的美与她们的水准绝不相配，看到她们，你就觉得好可惜。至于我刚才说的萧伯纳《卖花女》例子，也只是剧本而已，人是没有那样容易被脱胎换骨的，所谓改造、整型、加工，也只是皮毛而已，真正高水准的美人，还是太少了太少了，尤其在才华与头脑方面，在人间更是少有。大概这也就是在我碰到以后，我要把她当做女鬼的原因。你说呢？”,002.第一部——三十年前.txt,255,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"美人,才华,头脑,情爱",LAT032-014
LAT032-015,上山·上山·爱,校对轮,已校对,方法,极权下金钱保存自由,“壮则有之，有钱则未必。不过，我的确很早就重视一个人应当有一点钱，尤其在极权国家里。极权国家没有自由，但没钱更没有自由。这种国家的特色之一是政府权力跟你的胃成一直线，它往往直接控制了你的胃，你要吃饭，就要靠它，就得听话。或者你不靠它，但你要靠个老板，但它会威胁你老板，使你丢掉饭碗，还是一样；所以，在极权国家尚承认私有财产的情况下，有一点私有财产，不靠政府吃饭、不靠老板吃饭，这就象征出你还能掌握到部分自由。既然金钱象征自由，所以，我就藏了一点钱，并且，给外界一种满有点钱的形象，不要看起来那么‘衰’，那么穷酸与穷途。就这样的，我坐上了二手货的凯迪拉克。对好朋友说来，万劫坐不坐上美国特级名牌汽车，都是万劫，都一样；但在银行经理眼中，就不一样，可见‘充阔’比‘装穷’更容易得到银行贷款，这也就是我为什么在经济上看来老是很老神在在的原因。叶葇，你是学哲学的，这就是万劫先生的金钱哲学、理财哲学，怎么样？神气活现吧？这种哲学，你们学院里是学不到的。我是man of action，虽然跟极权政府过不去，可是在斗争上务实得很，也不是不重视理论，但理论要禁得住实践的检验，理论仅供参考而已。”,002.第一部——三十年前.txt,360,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"金钱,极权,自由,方法",LAT032-015
LAT032-016,上山·上山·爱,校对轮,已校对,政治,革命家不尊重政府红灯,“咬到是广义的，从干扰你、打击你、查禁你的书，在媒体上一面封锁你，一面发动御用文人把你斗倒斗臭……都算被它咬到的范围，最后一道才是抓你，叫你坐牢。目前的情况大概是，我的牢狱之灾也为期不远了。这也就是我住在阳明山、更不想见朋友的一个原因，因为红灯就在那里，朋友最好不要来。说到这里，有一个笑话，是说台北市民不守交通规则的。说一个人开车，碰到红灯就闯过去，不料安全岛树后藏个警察跳出来把他拦住。警察问他：‘没看到红灯吗？’他说：‘看到了。’‘看到了为什么闯红灯？’答案竟是：‘我没看到警察。’这笑话的结论是，红灯仅供参考，因为仅供参考，所以不妨一闯。对政府这红灯而言，我这犯大法的人是闯红灯者，不过，交通上的红灯，是不该闯的；政治上的红灯，可就另当别论了。因为人间所以有革命、所以要推翻现有的政权，就是革命家绝不尊重那个政府的红灯，革命家是不信邪的。毛泽东说：‘蒋介石认为天无二日，我就不信邪，要打出两个太阳给他看。’最后蒋介石的红灯被闯了，我们在台湾看到夕阳。谈到夕阳，叶葇，你注意到没有，我们一路下山，都是夕阳晚照，美极了！”,002.第一部——三十年前.txt,374,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"革命,红灯,政府,政治",LAT032-016
LAT032-017,上山·上山·爱,校对轮,已校对,方法,造命传统反驳宿命,“不一定吧？中国人一方面固然相信‘死生有命，富贵在天’，但在死生富贵以外，却有很强的‘造命’味道，修桥、造路、施粥、济穷，这些做好事以求好报的做法，就不是宿命的，而是改造命运的。孔夫子说君子‘不立乎岩墙之下’，君子不站在要倒的墙旁边，如果信宿命论，一切命中注定，要被压死，要躲也躲不了，可是孔夫子却要人躲，这是相信命可以改造；孟子说：‘舜何人也？予何人也？有为者亦若是。’同样相信命可以改造，同样不相信宿命论。但他们在死生富贵方面，却都信宿命，这是他们又聪明又糊涂的地方。”,002.第一部——三十年前.txt,409,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"造命,孔子,孟子,方法",LAT032-018
LAT032-018,上山·上山·爱,校对轮,已校对,人格,友谊需要人格和公益,“朋友大部分都离开这个岛了。我对朋友的看法，也因我的进步而有点改变。当你不断进步的时候，你的朋友若不再进步，就会发生距离。真正的友谊一定要靠人格和公益结合，全凭旧情和私利，是对生命的一种浪费。还有，我因为多年从事思想活动，很惹官方注意，为了不牵累朋友，我也有意的疏远他们。我认为，一个人需要朋友的真正原因恐怕还是耐不住寂寞。耐得住寂寞的人，尤其以寂寞做为自己这一行职业条件的人，在这现实的时代里，一定得承认朋友的没落。朋友是历史的遗迹，自己的朋友是自己历史的遗迹。时代变了，古典的交友方式，必须改正；人生苦短，酒食征逐或把臂言欢的交友方式，必须舍弃。这些都是我不大交朋友的原因。朋友是一种生命的浪费，或说得不偿失，我愈来愈强烈感到这一点。这也并非说我拒绝了所有朋友，朋友中能与我共同为理想奋斗的，我还是另当别论的。”,002.第一部——三十年前.txt,423,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"友谊,人格,公益,人格",LAT032-019
LAT032-019,上山·上山·爱,校对轮,已校对,人格,心灵出世行动入世,“没有错，你说得一点也没错。但我告诉你，我在感觉上是懒得看他们的。我遗世独立，高高在上，宁愿同极少数够水准的人来往，甚至宁愿自己完全孤独，像个隐士一样，至少在心灵上，我的确如此出世，虽然在行动上，我是入世的。”,002.第一部——三十年前.txt,427,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"孤独,隐士,入世,人格",LAT032-020
LAT032-020,上山·上山·爱,校对轮,已校对,情爱,爱是深度不是广度,“就用‘怜悯’吧，这也许是最好的字眼。‘爱’是一个被滥用了的词汇，对我来说，我很难从宽处理这种感情，它对我的意思是深度的，而不是广度的，所以只能用在一些特定的少数上，而不是一般的多数。我也许做不到‘博爱’，做不到‘泛爱众’，但我绝对可以做到‘博施济众’、做到‘怜悯’与大慈大悲，去为我并不爱的人献身。我的结论是：广度的爱是虚伪的、不真实的，例如爱自己的敌人，我看我一辈子也做不到，我也不欣赏这种虚伪而不真实的高调，我能‘怜悯’他们，我就很满意了。”,002.第一部——三十年前.txt,431,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"爱,怜悯,博爱,情爱",LAT032-021
LAT032-021,上山·上山·爱,校对轮,已校对,人格,多数成群不是力量,“对了，这是最高层面的救法，不是吗？你有恩于他们，他们却看不到你，你是个遁世大恩人，不也更好吗？我不要见群众，我个人也从不喜欢多数、不喜欢成群结队。我认为一多数，就是错误而不是个性；一成群结队，就是软弱而不是力量。你看看易卜生（Ibsen）写的《人民公敌》（En folkefiende），你就会相信我这种‘武断’是真理。”,002.第一部——三十年前.txt,433,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"多数,群众,力量,人格",LAT032-022
LAT032-022,上山·上山·爱,校对轮,已校对,知识,知识分子应维护真理,“是啊，做刽子手的，必须要死人；做厨子的，必须要做饭。如果这些人，都做跟他职业不相称的事，魔鬼的辩护士替上帝说话，公设辩护人替检察官说话，医生杀人，刽子手救人，厨子不做饭。我们就觉得不伦不类，觉得他们不对劲，有亏职守。”我喝着汤，接着说：“传教士是上帝的使徒，知识原是真理的使徒。知识分子的职守是寻求真理、维持真理。寻求和维持真理，必须有形式上的条件。美国大法官霍姆兹——霍姆兹的名字叫Oliver Wendell Holmes，若被五十年前的中国人翻起来，又叫福尔摩斯了……”,002.第一部——三十年前.txt,438,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"知识分子,真理,职守,知识",LAT032-023
LAT032-023,上山·上山·爱,校对轮,已校对,知识,反对是知识分子的形式条件,“大法官‘福尔摩斯’在编制九个人的大法官会议里，每当其他八个大法官一致投赞成票的时候，他一定独持异议，一个人为反对而反对——投反对票。在法律见解上，即使明明该投赞成票，他也要反对。大法官‘福尔摩斯’认为有反对的形式上的条件，比反对的内容还重要。民主制度的特色就是容纳反对意见，九个大法官，九票通过，这种全体一致是不好的。这像独裁制度，不像民主制度，民主制度一定要有反对，即使为反对而反对。做为知识分子，他的形式上的条件，就是为反对而反对，明朝有一个故事：在朝的大官人对在野的东林党说：‘近来有件怪事，凡是在朝的说对的，在野的一定说不对；在朝的说不对的，在野的一定说对。你说怪不怪？’东林党回答说：‘近来也有件怪事：凡是在野的说对的，在朝的一定说不对；在野的说不对的，在朝的一定说对。你说怪不怪？’这个故事所牵涉的谁对谁不对，并不重要。重要的是：它的确显示出一种为反对而反对的形式上的条件。东林党表现知识分子不随波逐流的一种特征、不谄媚权贵的一股正气、不与当道合作合拍子的一个立场。这种特征、正气和立场，不单是东林人物所具备的条件，也是古今中外任何第一流知识分子所具备的条件。任何第一流的知识分子，他在形式上的条件必须是反对形态的、批评形态的，异议形态的、你说东我就说西形态的。因为他们深刻知道：在寻求真理、维持真理的过程中，从反对、批评、异议、你东我西来着眼太重要了。尤其在众口一声的一党独大的一面倒情形下，对这种一面倒表示反对、批评、异议、你东我西，更重要。想想看，当伽利略（Calileo）提出地动说的时候，他所面对的，可说是全世界的众口一声、全教会的一党独大、全社会的一面倒，全体认为他的真理是胡说，可是伽利略那时候，却找不到一个能从反对、批评、异议、你东我西的立场为他声援的人，真理就会遭到埋没。所以，我认为，第一流的知识分子，他必须以不随波逐流为职守、以不谄媚权贵为职守、以不与当道合作合拍子为职守。他的职守就是反对反对反对反对反对，一如魔鬼的辩护士和公设辩护人的职守是辩护、医生的职守是救人、刽子手的职守是杀人、厨子的职守是做饭；知识分子若不这样做，反而与当道同一步调、替当道护航，这叫曲学阿世，这叫只见其小不见其大。他们虽然也是知识分子，但绝对都是二流或二流以下的货色。苏联作家说第一流的文人是‘第二个政府’，就是清楚指出知识分子的职守而说的。而这个岛上的知识分子，不但不是‘第二个政府’，反倒是第一个政府的应声虫，这是我最看不起的。所以我说，这个岛上的多数和成群结队都要不得，知识分子们尤其要不得。——他们不知道他们的onions！”,002.第一部——三十年前.txt,442,《大李敖全集6.0》分章节/004.小说剧本类/002.上山·上山·爱/002.第一部——三十年前.txt,"反对,知识分子,民主,知识",LAT032-024
